name,nameEn,region,city,municipality,postcode,suburb,lon,lat,address,,,,,,
Споменик „Димитрија Поп-Георгиев Беровски“,,Skopje Region,Skopje,Municipality of Centar,1111,Madzhir Maalo,41.9962615,21.4327484,"Споменик „Димитрија Поп-Георгиев Беровски“, Плоштад Македониja, 1111 Skopje, North Macedonia",,,,,,
Споменик Пливач,,Skopje Region,Skopje,Municipality of Centar,1111,Madzhir Maalo,41.9966814,21.4331314,"Споменик Пливач, Stone Bridge, 1111 Skopje, North Macedonia",,,,,,
Споменик „Ѓорѓија Пулевски“,,Skopje Region,Skopje,Municipality of Centar,1111,Madzhir Maalo,41.9975108,21.4335157,"Споменик „Ѓорѓија Пулевски“, Плоштад Карпошово Востание""",,, 1111 Skopje," North Macedonia""",10913797908,
Споменик „Карпош“,,Skopje Region,Skopje,Municipality of Centar,1111,Madzhir Maalo,41.9972261,21.4337566,"Споменик „Карпош“, Плоштад Карпошово Востание""",,, 1111 Skopje," North Macedonia""",10913797909,
Споменик „Архиепископ г.г. Доситеј“,,Skopje Region,Skopje,Municipality of Centar,1111,Debar Maalo,41.9981848,21.4262452,"Споменик „Архиепископ г.г. Доситеј“, Boulevard Partizanski Odredi, 1111 Skopje, North Macedonia",,,,,,
Споменик „Мајка Тереза“,,Skopje Region,Skopje,Municipality of Centar,1111,Debar Maalo,41.9940198,21.4306972,"Споменик „Мајка Тереза“, Makedonija, 1111 Skopje, North Macedonia",,,,,,
Shoe Cleaner Statue,,Skopje Region,Skopje,Municipality of Centar,1111,Debar Maalo,41.9950978,21.4309977,"Shoe Cleaner Statue, Makedonija, 1111 Skopje, North Macedonia",,,,,,
Burial Mound of the Undefeated,Burial Mound of the Undefeated,Pelagonia Region,Prilep,Municipality of Prilep,7500,Chachorica,41.33433345,21.55448598,"Burial Mound of the Undefeated, Mound of the undefeated, 7500 Prilep, North Macedonia",,,,,,
Видиковец - Водно,,Skopje Region,Skopje,Municipality of Karposh,1054,Karposh,41.9776318,21.4209659,"Видиковец - Водно, R2138, 1054 Skopje, North Macedonia",,,,,,
Видиковец „Скопско кале“,,Skopje Region,Skopje,Municipality of Centar,1111,Debar Maalo,42.0004463,21.432538,"Видиковец „Скопско кале“, Самоилова, 1111 Skopje, North Macedonia",,,,,,
Милениумски Крст,,Skopje Region,Skopje,Municipality of Karposh,1054,Karposh,41.9651264,21.3945115,"Милениумски Крст, Карпи, 1054 Skopje, North Macedonia",,,,,,
Црн Врв,,Skopje Region,Breznica,Municipality of Petrovec,,,41.8594296,21.738296,"Црн Врв, Breznica, Skopje Region, North Macedonia",,,,,,
Св. Пантелејмон,,Skopje Region,Gorno Nerezi,Municipality of Karposh,1000,Karposh,41.977049,21.3747577,"Св. Пантелејмон, R2138, 1000 Gorno Nerezi, North Macedonia",,,,,,
Три Круши,,Skopje Region,Drachevo,Municiplity of Kisela Voda,1050,,41.9288003,21.5227,"Три Круши, 1050 Drachevo, North Macedonia",,,,,,
Matka canyon viewpoint near golden cross,,Skopje Region,Dolna Matka,Municipality of Saraj,,,41.961308,21.292864,"Matka canyon viewpoint near golden cross, Path to Golden Cross, Dolna Matka, North Macedonia",,,,,,
LastraProjekt,,Polog Region,Chegrane,Municipality of Gostivar,1237,,41.8410032,20.989908,"LastraProjekt, Rruga për te bunarët e Cile, 1237 Chegrane, North Macedonia",,,,,,
Lali Trans,,Polog Region,Chegrane,Municipality of Gostivar,1237,,41.8416059,20.98878,"Lali Trans, Rruga për te bunarët e Cile, 1237 Chegrane, North Macedonia",,,,,,
Platform A,,Northeastern Region,Kokino,Municipality of Staro Nagorichane,,,42.2632133,21.952618,"Platform A, R2244, Kokino, North Macedonia",,,,,,
Platform B,,Northeastern Region,Kokino,Municipality of Staro Nagorichane,,,42.2633296,21.9533467,"Platform B, R2244, Kokino, North Macedonia",,,,,,
Platform C,,Northeastern Region,Kokino,Municipality of Staro Nagorichane,,,42.2630995,21.9524936,"Platform C, R2244, Kokino, North Macedonia",,,,,,
Platform D,,Northeastern Region,Kokino,Municipality of Staro Nagorichane,,,42.2635002,21.9529791,"Platform D, R2244, Kokino, North Macedonia",,,,,,
Ограденица,Sanctuary Wall E,Northeastern Region,Kokino,Municipality of Staro Nagorichane,,,42.2637118,21.95375,"Sanctuary Wall E, R2244, Kokino, North Macedonia",,,,,,
Белица -> Бегово,Belica towards Begovo,Southwestern Region,Belica,Municipality of Makedonski Brod,,,41.6819113,21.277302,"Belica towards Begovo, Belica, Southwestern Region, North Macedonia",,,,,,
ЈОВИЦА РЕЗИДЕНЦИЈА,Jovica's Residence,Skopje Region,Skopje,Municiplity of Kisela Voda,1054,Pripor,41.9633464,21.4405542,"Jovica's Residence, Христо Татарчев 14, 1054 Skopje, North Macedonia",,,,,,
DOMOT NA ALEKSANDAR I IGOR IVANOVI,THE HOME OF ALEKSANDAR AND IGOR IVANOVI,Skopje Region,Skopje,Municipality of Centar,1000,Vodno,41.9901898,21.4191111,"THE HOME OF ALEKSANDAR AND IGOR IVANOVI, Vladimir Nazor, 1000 Skopje, North Macedonia",,,,,,
53,,Skopje Region,Skopje,Municiplity of Kisela Voda,1111,Cvetan Dimov,41.9805568,21.4395882,"53, Vera Jocikj, 1111 Skopje, North Macedonia",,,,,,
Прашка 24а тука некаде,,Skopje Region,Skopje,Municipality of Karposh,1020,Taftalidzhe 1,41.9982669,21.4010749,"Прашка 24а тука некаде, Prashka, 1020 Skopje, North Macedonia",,,,,,
"Жил Верн 11, 11а, 11б",,Skopje Region,Skopje,Municiplity of Kisela Voda,1001,Cvetan Dimov,41.9838309,21.441234,"Жил Верн 11, 11а, 11б, Жил Верн, 1001 Skopje, North Macedonia",,,,,,
Havanska 4,,Skopje Region,Skopje,Municipality of Karposh,1020,Taftalidzhe 1,42.0012377,21.3986567,"Havanska 4, Хаванска, 1020 Skopje, North Macedonia",,,,,,
Сава Ковачевиќ 47 т,,Skopje Region,Skopje,Municiplity of Kisela Voda,1001,11 Oktomvri,41.9767479,21.4442957,"Сава Ковачевиќ 47 т, Народни Херои, 1001 Skopje, North Macedonia",,,,,,
Сава Ковачевиќ 47 ц,,Skopje Region,Skopje,Municiplity of Kisela Voda,1001,11 Oktomvri,41.9766573,21.4448034,"Сава Ковачевиќ 47 ц, Народни Херои, 1001 Skopje, North Macedonia",,,,,,
Мајка Тереза 60,,Skopje Region,Skopje,Municipality of Centar,1000,Vodno,41.9884165,21.4176856,"Мајка Тереза 60, Ацо Караманов, 1000 Skopje, North Macedonia",,,,,,
Анри Барбис 13,,Skopje Region,Skopje,Municipality of Gazi Baba,1001,Madzhari,42.0007158,21.4875986,"Анри Барбис 13, Анри Барбис, 1001 Skopje, North Macedonia",,,,,,
Кратовска 18,,Skopje Region,Skopje,Municiplity of Kisela Voda,1000,Crniche,41.982197,21.4276466,"Кратовска 18, Кратовска, 1000 Skopje, North Macedonia",,,,,,
Стогово 17б,,Skopje Region,Skopje,Municipality of Karposh,1020,Kozle,41.9939383,21.4049623,"Стогово 17б, Стогово, 1020 Skopje, North Macedonia",,,,,,
Челопек 76,,Skopje Region,Skopje,Municipality of Chair,1001,Dukjandzhik,42.0037361,21.4453566,"Челопек 76, Челопек, 1001 Skopje, North Macedonia",,,,,,
Kratovska 15,,Skopje Region,Skopje,Municiplity of Kisela Voda,1000,Crniche,41.9822809,21.4280215,"Kratovska 15, Кратовска, 1000 Skopje, North Macedonia",,,,,,
Blagoja Stefkovski 27,,Skopje Region,Skopje,Municipality of Gazi Baba,1001,Madzhari,41.997308,21.4964989,"Blagoja Stefkovski 27, Благоја Стефковски, 1001 Skopje, North Macedonia",,,,,,
11 Oktomvri 46,,Skopje Region,Skopje,Municipality of Centar,1000,Centar,41.988602,21.4360252,"11 Oktomvri 46, 1000 Skopje, North Macedonia",,,,,,
Tome Arsovski 6,,Skopje Region,Skopje,Municiplity of Kisela Voda,1111,Cvetan Dimov,41.9854097,21.4320224,"Tome Arsovski 6, Tome Arsovski, 1111 Skopje, North Macedonia",,,,,,
50 divizija 39 stan 17,,Skopje Region,Skopje,Municipality of Centar,1000,Vodno,41.9893676,21.4278442,"50 divizija 39 stan 17, 50 Divizija, 1000 Skopje, North Macedonia",,,,,,
Narodni heroi 18,,Skopje Region,Skopje,Municiplity of Kisela Voda,1001,Cvetan Dimov,41.9789896,21.4493623,"Narodni heroi 18, Михаил Чаков, 1001 Skopje, North Macedonia",,,,,,
Христо Чернопеев 9,,Skopje Region,Skopje,Municipality of Centar,1000,Vodno,41.984918,21.423258,"Христо Чернопеев 9, Христо Чернопеев, 1000 Skopje, North Macedonia",,,,,,
Рилски конгрес 100,,Skopje Region,Skopje,Municiplity of Kisela Voda,1000,Crniche,41.9791819,21.431652,"Рилски конгрес 100, Рилски Конгрес, 1000 Skopje, North Macedonia",,,,,,
Варшавска 15,,Skopje Region,Skopje,Municipality of Karposh,1020,Taftalidzhe 1,42.0007768,21.3975936,"Варшавска 15, Варшавска, 1020 Skopje, North Macedonia",,,,,,
Варшавска 15а,,Skopje Region,Skopje,Municipality of Karposh,1020,Taftalidzhe 1,42.0007949,21.3975403,"Варшавска 15а, Варшавска, 1020 Skopje, North Macedonia",,,,,,
Јосиф Јосифовски Свештарот 39,,Skopje Region,Skopje,Municipality of Centar,1111,Centar,41.9899211,21.4369843,"Јосиф Јосифовски Свештарот 39, Josif Josifovski Sveshtarot, 1111 Skopje, North Macedonia",,,,,,
Јосиф Јосифовски Свештарот 38,,Skopje Region,Skopje,Municipality of Centar,1111,Centar,41.9901377,21.4370828,"Јосиф Јосифовски Свештарот 38, Josif Josifovski Sveshtarot, 1111 Skopje, North Macedonia",,,,,,
Будимпештанска 14,,Skopje Region,Skopje,Municipality of Karposh,9100,Taftalidzhe 2,42.0001963,21.3871218,"Будимпештанска 14, Budimpestanska, 9100 Skopje, North Macedonia",,,,,,
Vasko Karangeleski 17,,Skopje Region,Skopje,Municipality of Aerodrom,1001,Aerodrom,41.9835067,21.4582162,"Vasko Karangeleski 17, Васко Карангелески, 1001 Skopje, North Macedonia",,,,,,
Тодор Александров 85,,Skopje Region,Skopje,Municipality of Centar,1000,Centar,41.9815782,21.4212136,"Тодор Александров 85, Todor Aleksandrov, 1000 Skopje, North Macedonia",,,,,,
Todor Panica 7,,Skopje Region,Skopje,Municiplity of Kisela Voda,1001,Cvetan Dimov,41.9805073,21.4406935,"Todor Panica 7, Тодор Паница, 1001 Skopje, North Macedonia",,,,,,
Ruska rezidencija,,Skopje Region,Bardovci,Municipality of Karposh,1060,,42.028905,21.381609,"Ruska rezidencija, Street 6D, 1060 Bardovci, North Macedonia",,,,,,
Ulica 6 br 52,,Skopje Region,Bardovci,Municipality of Karposh,1060,,42.0288099,21.379023,"Ulica 6 br 52, Street 6, 1060 Bardovci, North Macedonia",,,,,,
Todor Aleksandrov 77,,Skopje Region,Skopje,Municipality of Centar,1000,Vodno,41.9834597,21.4191368,"Todor Aleksandrov 77, Todor Aleksandrov, 1000 Skopje, North Macedonia",,,,,,
Teodosij Gologanov 63,,,,,,,41.9961233,21.4020147,,,,,,,
Настел,,Skopje Region,Skopje,Municipality of Karposh,1020,Trnodol,41.9965472,21.3940285,"Настел, Yuri Gagarin, 1020 Skopje, North Macedonia",,,,,,
Gavril Konstantinovik 32a,,Skopje Region,Skopje,Municipality of Aerodrom,1001,Lisiche,41.9756138,21.4740568,"Gavril Konstantinovik 32a, Гаврил Константиновиќ, 1001 Skopje, North Macedonia",,,,,,
Jurij Gagarin 65a,,Skopje Region,Skopje,Municipality of Karposh,1020,Trnodol,41.9970637,21.3927793,"Jurij Gagarin 65a, Yuri Gagarin, 1020 Skopje, North Macedonia",,,,,,
Tome Arsovski 9,,Skopje Region,Skopje,Municiplity of Kisela Voda,1111,Cvetan Dimov,41.9855528,21.4320729,"Tome Arsovski 9, Tome Arsovski, 1111 Skopje, North Macedonia",,,,,,
Крчин 11б,,Skopje Region,Skopje,Municipality of Karposh,1020,Kozle,41.9922852,21.4044155,"Крчин 11б, Крчин, 1020 Skopje, North Macedonia",,,,,,
Рилски конгрес 28,,Skopje Region,Skopje,Municiplity of Kisela Voda,1000,Crniche,41.9834995,21.4266709,"Рилски конгрес 28, Рилски Конгрес, 1000 Skopje, North Macedonia",,,,,,
Teodosij Gologanov 69,,Skopje Region,Skopje,Municipality of Centar,1000,Kapishtec,41.994869,21.413215,"Teodosij Gologanov 69, Naroden Front, 1000 Skopje, North Macedonia",,,,,,
Strezovo 2,,Skopje Region,Skopje,Municipality of Karposh,1020,Kozle,41.9935889,21.4004663,"Strezovo 2, Strezovo, 1020 Skopje, North Macedonia",,,,,,
Питу Гули 31,,Skopje Region,Skopje,Municipality of Centar,1000,Vodno,41.9880922,21.4125895,"Питу Гули 31, Питу Гули, 1000 Skopje, North Macedonia",,,,,,
Томе Арсовски 26,,Skopje Region,Skopje,Municiplity of Kisela Voda,1111,Cvetan Dimov,41.9839599,21.4330518,"Томе Арсовски 26, Tome Arsovski, 1111 Skopje, North Macedonia",,,,,,
Cocev kamen,,Northeastern Region,Shopsko Rudare,Municipality of Kratovo,,,42.081857,21.9862604,"Cocev kamen, R29277, Shopsko Rudare, North Macedonia",,,,,,
Видиковец,,Skopje Region,Gorno Nerezi,Municipality of Karposh,9100,Karposh,41.963909,21.3820452,"Видиковец, Гунда, 9100 Gorno Nerezi, North Macedonia",,,,,,
Поглед кон Кичево,Kichevo Landscape,Southwestern Region,Kichevo,Municipality of Kichevo,6250,Bichinci,41.5165711,20.9761313,"Kichevo Landscape, Kichevo - Mala Korija Hiking Path, 6250 Kichevo, North Macedonia",,,,,,
Gipsy Neighbourhood,,Pelagonia Region,Krushevo OT,Municipality of Krushevo,7550,Gipsy Neighbourhood,41.3436497,21.256663,"Gipsy Neighbourhood, 7550 Krushevo OT, North Macedonia",,,,,,
Peak with wiew,Peak with wiew,Skopje Region,Matka,Municipality of Saraj,,,41.9507352,21.2974019,"Peak with wiew, Přehrada Matka - hráz, Matka, North Macedonia",,,,,,
Споменик „Филип || Македонски“,,Skopje Region,Skopje,Municipality of Centar,1111,Madzhir Maalo,41.9984293,21.43492434,"Споменик „Филип || Македонски“, Crvena Skopska Opshtina, 1111 Skopje, North Macedonia",,,,,,
Brunen Pferde,,Skopje Region,Skopje,Municipality of Centar,1111,Madzhir Maalo,41.9978752,21.433908,"Brunen Pferde, Плоштад Карпошово Востание""",,, 1111 Skopje," North Macedonia""",415035843,
Brunnen Centar,,Skopje Region,Skopje,Municipality of Centar,1111,Madzhir Maalo,41.9975378,21.434374,"Brunnen Centar, Плоштад Карпошово Востание""",,, 1111 Skopje," North Macedonia""",415035844,
Фонтана „Олимпија - Мајка на Александар III Македонски“,,Skopje Region,Skopje,Municipality of Centar,1111,Madzhir Maalo,41.9979449,21.43443192,"Фонтана „Олимпија - Мајка на Александар III Македонски“, Crvena Skopska Opshtina, 1111 Skopje, North Macedonia",,,,,,
Водоскоци,,Skopje Region,Skopje,Municipality of Centar,1111,Debar Maalo,41.99621415,21.43193675,"Водоскоци, Macedonia Square, 1111 Skopje, North Macedonia",,,,,,
Fontana,,Skopje Region,Skopje,Municipality of Gazi Baba,,Hipodrom,41.9955723,21.5095269,"Fontana, Париска Комуна, Skopje, North Macedonia",,,,,,
Фонтана на „Пресв. Богородица“,,Skopje Region,Skopje,Municipality of Karposh,1000,Karposh,41.9768382,21.40842042,"Фонтана на „Пресв. Богородица“, R2138, 1000 Skopje, North Macedonia",,,,,,
Фонтаната на Саармаале,,Vardar Region,Veles,Municipality of Veles,1400,,41.7174584,21.7820448,"Фонтаната на Саармаале, 8-ми Септември, 1400 Veles, North Macedonia",,,,,,
Фонтана на Оризот,Rice's Fountain,Eastern Region,Kochani,Municipality of Kochani,2300,,41.9175554,22.4106142,"Rice's Fountain, Димитар Влахов, 2300 Kochani, North Macedonia",,,,,,
Probistip Square,,Eastern Region,Probishtip,Municipality of Probishtip,,,41.9998748,22.1786529,"Probistip Square, Јаким Стојковски, Probishtip, North Macedonia",,,,,,
Батко Ѓорѓија,,Northeastern Region,Kumanovo,Municipality of Kumanovo,1300,,42.1358945,21.7181397,"Батко Ѓорѓија, Градски Плоштад, 1300 Kumanovo, North Macedonia",,,,,,
Четири бандере,,Northeastern Region,Kumanovo,Municipality of Kumanovo,1300,,42.1358695,21.7189012,"Четири бандере, Градски Плоштад, 1300 Kumanovo, North Macedonia",,,,,,
Фонтана Тоше Проески,,Skopje Region,Skopje,Municipality of Aerodrom,1001,Novo Lisiche,41.9845529,21.4768318,"Фонтана Тоше Проески, Тоше Проески (Детска Улица), 1001 Skopje, North Macedonia",,,,,,
